competition,date,athlete,round,run,trick_order,trick_name,planned_trick,landed,coach_execution_rating,rag_rating,fail_reason,prev_trick_quality,run_completion_pct,run_score,coach_notes,overall_position_after_round
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,17,No Footer,No Footer,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,18,Truck to Fakie,Truck to Fakie,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,19,No Hander,No Hander,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,20,Can Can Transfer,Can Can Transfer,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,21,360 Table,360 Table,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,22,Tuck No Hander,Tuck No Hander,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,23,Flair Attempt,Flair Attempt,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,24,Backflip Seatgrab,Backflip Seatgrab,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,1,25,Double Barspin Attempt,Double Barspin Attempt,No,0,Red,Run ended after crash,Crash,20,52,Crash-out affected run flow and completion,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,1,Barspin,Barspin,Yes,9,Green,,N/A,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,2,360 Tailwhip,360 Tailwhip,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,3,Backflip,Backflip,Yes,5,Amber,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,4,Tabletop Air,Tabletop Air,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,5,Flair,Flair,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,6,Truck Driver,Truck Driver,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,7,Straight Air,Straight Air,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,8,Toboggan,Toboggan,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,9,Tailwhip,Tailwhip,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,10,360,360,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,11,Turn Down,Turn Down,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,12,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,13,Can Can,Can Can,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,14,X-Up Air,X-Up Air,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,15,One Hand Table,One Hand Table,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,16,No Footer,No Footer,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,17,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,18,No Hander,No Hander,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,19,Can Can Transfer,Can Can Transfer,Yes,7,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,20,360 Table,360 Table,Yes,8,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,21,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,22,Backflip Seatgrab,Backflip Seatgrab,Yes,9,Green,,Good,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,23,Invert,Invert,Yes,6,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,24,Flair Attempt,Flair Attempt,No,0,Red,Could not reset after previous trick,Moderate,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Qualification,2,25,Double Barspin Attempt,Double Barspin Attempt,Yes,6,Amber,,Moderate,96,95,Poor execution on one trick appears to affect the next,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,1,Barspin,Barspin,Yes,7,Green,,N/A,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,2,360 Tailwhip,360 Tailwhip,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,3,Backflip,Backflip,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,4,Flair,Flair,Yes,4,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,5,Truck Driver,Truck Driver,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,6,Tabletop Air,Tabletop Air,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,7,Can Can,Can Can,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,8,X-Up Air,X-Up Air,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,9,One Hand Table,One Hand Table,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,10,Toboggan,Toboggan,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,11,Tailwhip,Tailwhip,Yes,6,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,12,360,360,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,13,Barspin Transfer,Barspin Transfer,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,14,Turn Down,Turn Down,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,15,Invert,Invert,Yes,5,Amber,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,16,Straight Air,Straight Air,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,17,No Footer,No Footer,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,18,Truck to Fakie,Truck to Fakie,Yes,8,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,19,No Hander,No Hander,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,20,Can Can Transfer,Can Can Transfer,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,21,360 Table,360 Table,Yes,7,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,22,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,23,Flair Attempt,Flair Attempt,No,0,Red,Missed grab timing,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,24,Backflip Seatgrab,Backflip Seatgrab,No,0,Red,Cased landing,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,1,25,Double Barspin Attempt,Double Barspin Attempt,No,0,Red,Heavy landing reduced speed,Moderate,88,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,1,Barspin,Barspin,Yes,9,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,2,360 Tailwhip,360 Tailwhip,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,3,Backflip,Backflip,Yes,5,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,4,Tabletop Air,Tabletop Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,5,Flair,Flair,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,6,Truck Driver,Truck Driver,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,7,Straight Air,Straight Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,8,Toboggan,Toboggan,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,9,Tailwhip,Tailwhip,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,10,360,360,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,11,Turn Down,Turn Down,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,12,Barspin Transfer,Barspin Transfer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,13,Can Can,Can Can,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,14,X-Up Air,X-Up Air,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,15,One Hand Table,One Hand Table,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,16,No Footer,No Footer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,17,Truck to Fakie,Truck to Fakie,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,18,No Hander,No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,19,Can Can Transfer,Can Can Transfer,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,20,360 Table,360 Table,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,21,Tuck No Hander,Tuck No Hander,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,22,Backflip Seatgrab,Backflip Seatgrab,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,23,Invert,Invert,Yes,6,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,24,Flair Attempt,Flair Attempt,No,0,Red,Missed grab timing,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Semi-Final,2,25,Double Barspin Attempt,Double Barspin Attempt,Yes,6,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,1,Barspin,Barspin,Yes,8,Green,,N/A,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,2,360 Tailwhip,360 Tailwhip,Yes,4,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,3,Backflip,Backflip,Yes,4,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,4,Flair,Flair,Yes,5,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,5,Truck Driver,Truck Driver,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,6,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,7,Can Can,Can Can,Yes,5,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,8,X-Up Air,X-Up Air,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,9,One Hand Table,One Hand Table,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,10,Toboggan,Toboggan,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,11,Tailwhip,Tailwhip,Yes,7,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,12,360,360,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,13,Barspin Transfer,Barspin Transfer,Yes,4,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,14,Turn Down,Turn Down,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,15,Invert,Invert,Yes,6,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,16,Straight Air,Straight Air,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,17,No Footer,No Footer,Yes,9,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,18,Truck to Fakie,Truck to Fakie,Yes,4,Amber,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,19,No Hander,No Hander,Yes,6,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,20,Can Can Transfer,Can Can Transfer,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,21,360 Table,360 Table,Yes,8,Green,,Good,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,22,Tuck No Hander,Tuck No Hander,Yes,5,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,23,Flair Attempt,Flair Attempt,Yes,3,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,24,Backflip Seatgrab,Backflip Seatgrab,Yes,5,Amber,,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,1,25,Double Barspin Attempt,Double Barspin Attempt,No,0,Red,Low speed into take-off,Moderate,96,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,2,1,Barspin,Barspin,Yes,5,Amber,,N/A,92,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,2,2,360 Tailwhip,360 Tailwhip,Yes,6,Amber,,Good,92,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,2,3,Backflip,Backflip,Yes,6,Amber,,Good,92,95,Some higher-difficulty tricks remain inconsistent,9
Montpellier World Cup,12/05/2026,Tia Rowan,Final,2,4,Tabletop Air,Tabletop Air,Yes,9,Green,,Good,92,95,Some higher-difficulty tricks remain inconsistent,9
